2001	New Era of Mass Surveillance	George W. Bush	9/11 triggered new legislation such as the USA PATRIOT Act, an acronym standing for "Uniting and Strengthening America by Providing Appropriate Tools Required to Intercept and Obstruct Terrorism Act of 2001" and programs such as Total Information Awareness usher in a new era of unprecedented digital mass surveillance.  
2001	Shanghai Cooperation Organisation		Foundation of a major new international organization for political, economic and military cooperation, outside the framework of the United Nations and without involvement of the U.S. Founding members are Russia, China and several Eurasian countries. In 2016, India and Pakistan will become members. 
2001	Terrorist attacks on the World Trade Center and the Pentagon, 9/11 		The attacks on the World Trade Center buildings in New York usher in the era of the War on Terror and asymmetric warfare. The whole of society was now declared the battlefield, undermining civil liberties and human rights and creating a heightened sense of social paranoia.
2001	Wikipedia	Jim Wales, Larry Sangers	The largest free knowledge repository on the web, where the content is provided by everybody; brought mass attention to a new mode of production, later dubbed "commons-based peer production." 
2001	World Social Forum		Parallel to the World Economic Forum in Davos, the gathering in Porto Alegre, Brazil, brought together actors from the social justice movement in the North and the South, contributing to the emergence of a global civil society challenging neo-liberal capitalism.
2002	Darknet		The term refers to networks built on top of existing infrastructure, requiring special protocols and software in order to be accessed. Typical examples are peer-to-peer networks and approaches such as Tor. The Darknet should not be mistaken for the "Deep Web", of which it only represents a small part.
2002	Guantanamo Bay Detention Camp	Donald Rumsfeld	As part of the "War on Terror" the U.S. military established an extra-juridical prison. Prisoners were classified as "enemy combatants" and thus outside the domain of the Geneva Convention, the 1929 international treaty that regulated the treatment of prisoners of war. The detention camp constitutes a major violation of international treaties and human rights, and contributed to the weakening these frameworks.
2002	Minority Report	Steven Spielberg	This film, based on a short story by Phillip K. Dick, helped to define the public imaginary of the shift from prediction to preemption, from causality to correlation, from probability to possiblity.
2002	Open CourseWare (OCW)	Massachusetts Institute of Technology (MIT)	The Massachusetts Institute of Technology (MIT) starts a large-scale initiative to share all of its educational materials for both undergraduate and graduate courses freely available online. As of 2017, it encompasses materials for about 2,300 courses, not including numerous initiatives from other universities. In contrast to MOOCs (Massive Open Online Courses) OCW usually does not include contact to educators or the reward of credits for completed courses, but rather fosters self-study or the reuse of the materials in traditional educational settings, e.g. in developing countries.
2002	Signature Strikes		First targeted killing (via drone or night raids) of a person based only on the behaviour pattern (travel routes, contacts, age, gender, etc.) - without knowing his or her identity.
2002	Tor Anonymity Network		This software, also described as "Onion Router", enables anonymous communication on the Net.
2002	US housing bubble	George W. Bush	On Oct. 15, 2002, US-President Georg W. Bush declared in a speech, "We can put light where there's darkness, and hope where there's despondency in this country. And part of it is working together as a nation to encourage folks to own their own home." This serves as the political catalyst of the housing bubble and triggers the lowering of credit limits and unleashes mortgage lending that ultimately led to the subprime crisis.
2003	BorderXing Guide	Heath Bunting	The BorderXing Guide website primarily consists of documentations of walks that traverse national boundaries, without interruption from customs, immigration, or border police. The work comments on the way in which movement between borders is restricted by governments and associated bureaucracies.
2003	Free Hardware, Free Software, Free Networks	Eben Moglen	The lawyer of the Free Software Foundation highlights the holy trinity of Free Software, Free Networks and Free Hardware of all things free and open at the Open Cultures conference.
2003	Heat Wave in Europe		In the first two weeks of August, temperatures in Europe, particularly in France, reached extreme heights for an unprecedented duration. It is estimated that his heat wave caused between 20,000 and 70,000 deaths in Europe. It was the most extreme weather event in modern European history.
2003	Iraq War	George W. Bush	The second U.S.-led war in Iraq was initially presented as a humanitarian intervention to prevent a major disaster, because Iraq's president Saddam Hussein supposedly had weapons of mass destruction in his hands that he was ready to use. The 'shock and awe' tactics of the U.S. broke down resistance quickly, making invasion easy but getting out hard. In contrast to the first Gulf War a policy of "embedded journalism" regulated information heavily, leading a new, and much closer relationship between media and military.
2003	Open Data	European Commission	The EU Directive on the re-use of public sector information (PSI) was established in order to lower the barrier to the (commercial, scientific, etc.) re-use of data from the public sector of the EU's member states. This common legal framework provides one of the foundations for the emerging notion of Open Data.
2003	Open Hardware & Maker Movement		Starting as a student program, the Arduino platform quickly develops into one of the core components in the context of the emerging Open Hardware / Maker movement. With a starting price tag of about 20USD, this device together with the developing Maker Spaces significantly lower the entry barriers to the universe of physical computing and rapid prototyping.
2003	Piratebay	The Pirate Bureau	A website which occupied a central place in copyright wars by offering different ways of peer-to-peer file sharing, initially via BitTorrent. 
2003	RFID made mandatory by Walmart		Walmart announced that it will require radio frequence identification (RFID) to be used by all its supplying companies by 2006. This is an instance not only of the power of oligopoly retailers in global chains of production but also one whereby the user of a technology is able to be a key pusher of its universal application. 
2003	SARS (severe acute respiratory syndrome)		According to the WHO, SARS was “the first severe infectious disease to emerge in the globalized society of the 21st century”. It started in November 2002 in Southern China. More than 8000 cases were recorded until it was contained in June 2003, leading to almost 800 deaths in 17 countries with Hong Kong most dramatically affected. China initially refused to provide detailed and timely information, involuntarily elevating the role of nongovernmental sources for epidemiological information in the early response to the disease. The global containment of SARS triggered a governance revolution, increasing transparency and cooperation on a global scale. Consequently, SARS was called “the first post-Westphalian pathogen.”
2004	Facebook	Mark Zuckerberg	After getting founded at Harvard University, it quickly became the largest social media network and company where the content is created by the users. It played a major role in centralizing the infrastructure and the communification of everyday communication and in establishing a new business-model based on the collection of massive amounts of personal and relational data ("surveillance capitalism").
2004	Financial deregulation: Self-regulation	US Securities Exchange Commission	SEC rule that permits investment banks to determine their own net capital under stricter book and record keeping, which were never controlled by the regulation authority.  
2004	Folksonomy	Thomas Vander Wal	The term folksonomy refers to user generated taxonomies. Derived from collections of tags applied to online items (=collaborative tagging), such classification hierarchies often differ significantly from their expert counterparts. They can be used to offer non-experts means of information retrieval by their own terms, thus fostering democratic access to online information.
2004	Hartz IV: The German version of Workfare	Peter Hartz, Gerhard Schröder	The older system of welfare, unemployment benefits and social care is replaced by a complex system which grants some benefits and financial aid in return for submission to a regime which puts recipients under close state supervision and forces them to take on any job or work for one Euro per hour.
2004	Hubble Ultra Deep Field	NASA, ESA	An image taken by the Hubble Space Telescope, with an exposure time of a million seconds. Deepest image of the universe ever taken by humans, looking back 13 billion years to just a few hundred million years after the Big Bang.
2004	Popular Protest against Spanish Government		After the conservative Spanish government tried to instrumentalize the Madrid commuter train bombings (March 11) for the upcoming elections, spontaneous mass protest arose within a few days, largely coordinated over mobile phones and culminating in the electoral defeat of the governing, conservative party.
2004	They Rule	Josh On	An interactive online digital art project revealing networks of power derived from mutual corporate board memberships. It seeks to explore the structure of contemporary society and those who benefit from it.
2004	Yes Men on BBC World (Dow Chemical)	Andy Bichlbaum, Yes Men	On December 3, 2004 Andy Bichlbaum appeared live on BBC as as representative of Dow-Chemical to take responsibility for the Bhopal chemical disaster in India, 1984. He claimed that Dow will use $12 billion to pay for medical care, cleaning up the site, and funding research into the hazards of other Dow products. Dow's share price fell 4.24 percent in 23 minutes, wiping $2 billion off its market value.
2005	Amazon Mechanical Turk	Amazon.com	A crowdsourcing Internet marketplace to buy cheap human labour to perform routinized tasks that computers are currently unable to do, such as sorting images into categories. It is the leading edge of exploitation and precarization of digital labor and the meshing of human and machine intelligence.
2005	Contested Commons, Trespassing Publics	Sarai, Delhi, Alternative Law Forum, Bangalore	Conference in New Delhi, which reflected on the changing nature of the discussion on intellectual property, if framed from the perspective of the global South. This conference, "pushed comparative discussions between earlier and contemporary moments of dispossession and criminalisation, between the open source movement and discussions on traditional knowledge and biodiversity."
2005	Crowdsourcing	Jeff Howe, Mark Robinson, Wired Magazine	The term was coined in 2005 signalling a major shift in how institutions relate to their environments, in particular customers and collaborators. An early commercial application is Amazon's Mechanical Turk, founded in the same year.
2005	First female German Chancellor	Angela Merkel	In November 2005, Angela Merkel, a conservative, became Germany's first female chancellor. She has since played a central role in European politics from the Treaty of Lisbon to the Berlin Declaration to the European debt crisis and the austerity politics she enforced. Under her governance, Germany became the leading EU member state, a position that has been dwindling since mostly right wing governments oppose her policies concerning the refugee crisis. 
2005	Fracking 		"Hydraulic fracturing", a new method of extracting oil and gas by pressing large quantities of water and chemicals into the ground, is applied on an industrial scale in the US, creating significant environmental damage. It also reduced the energy imports of the US by 60% in less than 10 years.
2005	Google Books	Google Inc.	Google Books starts the digitalization of entire libraries, potentially offering access to all the world's written knowledge. Criticized for its private, commercial character.
2005	Google Earth	Google Inc.	After the satellite images of 1967, this program presented a new way to visualize the globe. Now, people can zoom in and zoom out, effortlessly connecting the level of the single street with a continental view. Normal users are now invited to steer through the globe themselves.
2005	Hurricane Katrina		The most expensive natural disaster in US history. Most dramatically, the city of New Orleans became 80% flooded and had to be evacuated.US crisis response failed, as 100,000 citizens remained in the flooded city and had to struggle in an increasingly precarious situation caused by lootings and general danger to life. This event caused an ongoing debate over the general influence of global warming effects on natural disasters of such scale.
2005	Regulation National Market System (Reg NMS)		Introduced by the U.S. Securities and Exchange Commission (SEC) as an extension of the Dodd-Frank Act. Introduced a consolidated price on all market centers in the USA to promote across-the-board information equality for investors. However, algorithmic traders used speed advantage to exploit latency of price consolidation. This led to the boom of high-frequency trading and is an example of unintended effects of financial regulation. 
2005	The Agreement on Trade-Related Aspects of Intellectual Property Rights  (TRIPS)		After much lobbying from Western biotech and hi-tech industries the TRIPS rule of the WTO was established to make global patents enforceable. This was done to protect the industry's lead and profitability. Thanks to governments of emerging nations such as Brazil, India and South Africa, it comes under challenge on the issue of anti-retroviral drugs for AIDS patients.
2006	First Indigenous Head of State in Latin America	Evo Morales	Morales was the first head of state to come from the indigenous population. Morales' government sought to encourage a model of development based upon the premise of vivir bien, or "living well", rooted in communal rather than individual values and owing more to indigenous Andean forms of social organization than Western ones. In 2009, a new constitution was approved by referendum which converted the Republic of Bolivia into the Plurinational State of Bolivia.
2006	Pirate Party	Richard Falkvinge	First pirate party established: the Piratpartiet in Sweden (Pirate Party of Sweden), launched January 1, 2006 to intervene in debates over changes to copyright law. It's the first direct political manifestation of a generation for whom the Internet has always been normal.
2006	The Three Body Problem	Liu Cixin 	Most popular and influential Chinese science-fiction book (trilogy). It is the first contemporary Chinese SF translated to English (2015) and more than a dozen languages. It receives many international awards, including the prestigious Hugo Award for best novel in 2015. The genre has been deeply affected by policy shifts. During the 1980s, sci-fi literature was banned in China as part of an “Anti-Spiritual Pollution Campaign”. Since the late 1990s, the genre has been permitted again, and more recently, as part of Chinese growing outreach into space, the government actively supports it.
2006	Twitter		A short messaging service on the web which allows a maximum of 140 characters. Twitter popularized the Hashtag which enables messages to travel transversally across the web.
2006	YouTube		YouTube was launched in February and was bought by Google in November 2006. It has since become the major hub for online video, contributing to a shift from text towards multi-media.
2007	iPhone	Apple Inc., Steve Jobs	The first "smart phone" that is successful beyond a specialized audience. Forces users into a closed ecosystem which doesn't even allow them to replace the battery. In 2008, the "App Store" follows this trend by introducting a centralized software-distribution system, which commodifies free content into products and begins to transform the open culture of the Net into an app store economy. 2008, Google introduces its competeting mobile platform, Android.
2007	M-Pesa		M-Pesa (M for mobile, pesa is Swahili for money) was launched in Kenya und Tansania by two local telecom companies. The system enables users to deposit, withdraw, transfer money and pay for goods and services with their mobile phone. It has since expanded to many African countries, but also to India and Eastern Europe. It is credited with giving access to a formal payment system for the first time to millions of people. It is now the most widely used mobile payment system in the world.
2007	Meeting the Universe Halfway 	Karan Barad	Barad, theoretical physicist and feminist theorist, offers an account of the world as a whole rather than as composed of separate natural and social realms. Her theory of agential realism is at once a new epistemology, ontology, and ethics in which the world is made of entanglements of “social” and “natural” agencies whose distinctions emerge out of specific intra-actions. Reframing the understanding and interrelations of the nature of scientific and political practices, she emphasizes responsible practice of science and changes in the understanding of political practices.
2007	Shadow Banking System	Paul McCulley	A gigantic field of unregulated and unmonitored activity, the shadow banking system comprises dark pools (over 50 in the US alone), OTC-trading (FOREX currency trading) and more. Regulated entities like banks often use shadow banking as an alternative market. It played a major role in the 2008 financial crisis.
2008	Anonymous 	Anonymous	The shared online identity, and activist swarm Anonymous emerged from the 4chan image boards. As a "collective phantom" Anonymous took e. g. on the Church of Scientology and popularized Guy Fawkes masks as icon of popular information age protest.
2008	Bitcoin Whitepaper 	Satoshi Nakamoto	An unknown person or group called "Satoshi Nakamoto" released the whitepaper "Bitcoin: A Peer-to-Peer Electronic Cash System" and started the cryptocurrencies ecosystem with the initial development of the Bitcoin source code in 2009.
2008	Europeana	European Union	A virtual library for making Europe's cultural heritage available to everyone goes online, providing access to millions of digitized objects. It's the core project for the digitization of cultural heritage. Inspired by its European counterpart, the DPLA followed two years later to provide universal online access to digitized content from US cultural heritage institutions.
2008	Github.com	Tom Preston-Werner, Chris Wanstrath, PJ Hyett	Github, a web-based source code management (SCM) system went online and grew into the largest host of source code. It significantly changed how developers and researchers work together. 
2008	Global Urbanization	United Nations Population Fund	More than 50% of the people are now living in cities. By 2050, this number is expected to grow to 70%.
2008	Google Will Eat Itself	UBERMORGEN	G.W.E.I. is essentially a Google powered cannibalistic economic engine. The artists generate money by serving Google text ads on a network of hidden websites. With the ad revenue they then purchase shares in Google stock.The work is relevant because it addresses the paradigmatic shift towards big data driven companies such as Google establishing monopolies in many areas of information economy.
2008	Lehman Brothers Bankruptcy	Lehman Brothers	Regarded as “too big to fail,” the investment bank's bankruptcy caught many market participants by surprise and sent massive shockwaves through the financial systems. Other large conglomerates (such as AIG and Fannie Mae) were at the brink of collapse. The US goverment stepped in to "prevent full market melt-down" but could not prevent the burst of the subprime housing bubble. 
2008	Semiotics of the Kitchen Radio	Constant OSP	Paraphrasing Rosler's work (see 1975), Brussel-based open source art and design group Constant make an artful radio program, supported by Kate Rich and Kayle Brandon, creating Open Sauce, Cake PHP, Colruyt computer systems, man pages and panuals.
2008	Subprime crisis & recession		A large decline in U.S. home prices after the collapse of the housing bubble marked the beginning of a global recession. It led to mortgage delinquencies and foreclosures and the devaluation of housing-related securities. Nearly four million people lost their homes in the USA alone. The effects of the crisis are still felt globally.
2008	The End of Theory hypothesis	Chris Anderson	The traditional scientific method is seen as obsolete due to the massive growth in data available for research. Rather than continue to look for a causation, if the entire population could be included in a sample, then correlation would be enough. It marks the most ambitious, and controversial, claim of the epistemic potential of "Big Data".
2008	Wenchuan Quake Blog 	Ai Wei Wei	Following the pervasive media control after the earth quake at Wenchuan, with over 69000 casualties, Ai Wei Wei publishes the names of victims on his personal sina.com social media blog, thereby systematically exposing the internet censorship policies of the Chinese government. The installation work “Snake Bag” consisting of 360 black and grey backpacks, which was shown at the Museum of Contemporary Art, Shanghai, in 2008, can be regarded as an artistic memorial to the event.
2009	China becomes largest trading partner with Africa		For the first time in modern history, China surpasses the US as largest trading partner for African countries, marking a major readjustment within the global economy.
2009	Commons	Elinor Ostrom	Ostrom received the Nobel Prize in Economics, as the first women ever, for her lifelong work on governance institutions in commons. This helped to establish commons as a relevant way of organizing production, alternative to both state- and market-oriented mechanisms.
2009	Copenhagen Summit		Copenhagen Summit on Dec 18, represents the final collapse so far of the attempts to renew the agreement reached in Rio 1992 and to pass a new, binding agreement on how to deal with climate change.
2009	Crowdfunding	Kickstarter.com	Founded as a "crowdfunding" platform, Kickstarter introduced a new economic model in which projects seek funding directly from audiences without using banks or other intermediaries. Since its beginning, Kickstarter received more than $1.5 billion in pledges from 7.8 million backers to fund 200,000 creative projects, such as films, music, stage shows, comics, journalism, video games, technology and food-related projects.
2009	Digital Populism	Gianroberto Casaleggio	Appropriating the language of freedom and resistance, populist parties began to use social media to amplify their nationalist ideology, expand and organise. Although the roots of digital populism can be traced back in 2004, when social networks like Facebook emerged, its rise has been especially identified with the organisation of the Five Star Movement by web strategist Gianroberto Casaleggio in Italy in 2009. Recent examples involve the Vote Leave Campaign in Britain and the victory of Donald Trump in the American elections.
2009	European government debt crisis  		Due to the interconnectedness of the financial sector, the US subprime crisis hit Europe and scores of European banks could not refinance their debt. In line with a neoliberal logic, EU governments socialized losses and introduced austerity meassures on affected member states. Recession kicked in and increased government debt, especially in Greece, Ireland, Portugal, and Cyprus. A vicious cycle amplified by delayed political response intensified bailouts and shockwaves. 
2009	First commercial ship passing the North West Passage 		Due to global warming, a new shipping route is opening between the Atlantic and the Pacific
2009	Launching of Weibo		Weibo, which means “microblogging,” is Chinas answer to Twitter, which was blocked just two month before Weibo's launch in August. Although it’s a highly censored space, it opens up online debates for many social issues. Weibo is used as major media outlet at times of tragedies but also as platform for China’s online shopping giant, Alibaba. With growing popularity even more controls are implemented, like keyword monitoring, post removals, banning users and IP addresses.
2010	Arab Spring, Anti-Austerity Protests		Starting in Tunisia in late 2010, waves of demonstrations, protests and riots spread across the Arab world, toppling authoritarian regimes in Tunisia, Egypt, Libya and Yemen. In May, massive protests begin in Spain (“15-M Movement”) against austerity policies imposed in the wake of the 2008 financial crisis. In September, the waves of protest reach the US (“Occupy Movement”) where the rising social inequality is the main focus (99% vs 1%). The uprisings and protests, triggered by local circumstances, share techniques that combine the effective use of technology with presence in public spaces.
2010	Basel III Accord		Supervisory entity setting recommendations for banking regulations. Basel III is a response to the financial crisis and focuses on the risk of bank runs. It supersedes Basel II (2004), blamed for its role in the US subprime crisis because it allowed banks to take on new risks. 
2010	Deep Water Horizon		The oil drilling platform Deep Water Horizon sank after an explosion, leaving the well gushing at the seabed and causing the largest oil spill in US waters to date. According to wikipedia, the costs for BP who had operated the platform ran to 42 billion US$.
2010	Disposition Matrix		A database introduced by the Obama Administration and maintained by the CIA that registers information about biographies, locations, associates, and affiliations of terror suspects, based on digital surveillance strategies. It is used in order to establish "kill lists" which are the basis for extrajudicial killings often utilizing drone strikes.
2010	Dodd-Frank Wall Street Reform and Consumer Protection Act 		Intented to stabilize the U.S. economy in response to the financial crisis, it is the most significant financial regulation since the 1930s. Without responding to structural inconsistencies it puts, however, little control on banking practices. It also received criticism for its complex, detailed script in parts due to lobby group influence.   
2010	First autonomous car in city traffic	Markus Maurer	Leonie' was the first car to drive autonomously in normal city traffice. Developed by Prof. Dr. Markus Maurer at the TU Braunschweig. This and many subsequent experiments around the world signal a major shift in the future of transportation systems world-wide. 
2010	First Economic Adjustment Programme for Greece	George Papandreou	First "rescue package", signed on May 3, that forced Greece onto a path of strict economic austerity in exchange for a credit package to avert a state bankruptcy.
2010	Flash Crash		The Flash Crash is of significance as the event that brought high-frequency trading (HFT) to public attention. On May 6, 2010, the Dow Jones Industrial Index lost about 1000 points in the course of 4 minutes (resulting in trillion-$ losses) only to recover within 20 minutes. Even though an official investigation blamed human error, HFT was widely criticized as triggering the crash. The term “flash” refers to trading in time intervals below microseconds. 
2010	Nicaragua Raids Costa Rica, Blames Google Maps		In October 2010, Nicaraguan troops set up camp on Isla Calero (Costa Rica) and raised their national flag. Military commander Edén Pastora argued to various newspapers that he discovered that Google Maps' borders appoint the top part of the island to Nicaragua, and justified the military action referring to this later acclaimed Google Maps error. 
2010	WikiLeaks	Julian Assange	On April 5, WikiLeaks, founded in 2006, published a video filmed from a combat helicopter showing the death of Iraqi civilians, among them a Reuters reporter. The video brought worldwide attention to WikiLeaks and was the beginning of a series of spectacular publications of secret documents. WikiLeaks established a new form of whistleblowing and investigative journalism. In the same year, Chelsea Manning was arrested as the source of much of this material.
2011	Aaron Swartz		The young programmer, author and copyleft-activist Aaron Swartz copied about 80% of the JSTOR archive with the idea of distributing it for free. JSTOR is the world's largest repository of academic journals. Although the case was quickly settled with JSTOR itself, it was continued by the US prosecution, which was blamed by some for Swartz's suicide in early 2013. At the time of his death, JSTOR decided on a limited Open Access policy for parts of its holdings. 
2011	Fukushima Daiichi nuclear disaster		Major accident in the Japanase nuclear power plant, following an earth quake and a tsunami, on March 12. This had a major impact on the nuclear industry world wide. In Germany, it lead to the "Energiewende", the gradual phasing out of nuclear power.
2011	techno-colonialism	 Geraldine Juarez	Techno-colonialism describes a new form of colonialism based on the sovereignty of information technologies and infrastructures.It can be understood as the continuation of the idea of Enlightenment and the urge to "collect, organise and manage information"; it refers to the use of the most powerful proprietary technologies and services in order to digitize and datafy the cultural past, enabling a monetisation of it at the same time. An example of it is the Google Cultural Institute launched in 2011. 
2011	The World Top Incomes Database	Facundo Alvaredo, Anthony B. Atkinson, Thomas Piketty, Emmanuel Saez	Created by researchers from the Paris School of Economics, the WTID "offers the most comprehensive set of historical series on high-income inequality available so far". This data forms the basis for Thomas Piketty's bestseller "Capital in the twenty-first century".
2011	Thought identification	Shinji Nishimoto 	The reconstruction of visual material was successfully undertaken by combining a functional Magnet Resonance Tomography (fMRI) scan of brain activities with a learning (AI) software model. In an experiment, movies were reconstructed based on brain scans of viewers. Quantitative modeling of human brain activity can now form the basis for brain decoding devices 
2011	Uber		Initially simply a service to re-organize the taxi industry, Uber quickly became a symbol for the new, predatory "sharing economy". It radicalizes the precarization of workers who need to act as individual contractors while control and profits are centralized in the hands of the platform provider.
2011	Walmart Labs. Big data application	Walmart	The largest retailer worldwide, Walmart has been on the frontline of big data prognostics by combining public, social and proprietary data to produce an up-to-date knowledge base of its customers. “We want to know what every product in the world is. We want to know who every person in the world is. And we want to have the ability to connect them together in a transaction” (Walmart’s CEO of global e-commerce in 2013).
2011	World Population 7 Billion people	United Nations Population Fund	Oct 31, 2011 is declared the symbolic date human population reached 7 billion people. Since 1950, when world population was at 2.5 billion, the United Nations Population Prospects has estimated population rise – data with value for political elites regarding, e.g., military power and economic growth. It also tracks global change parameters, such as hygienics, health care, agriculture, as well as political strategies on national levels, such as birth-control and family planning (e.g. the “Indian Emergency,” 1975-77 that used sterilization) 
2012	Euro zone sovereign debt crisis bailout promise	Mario Draghi	In the midst of the European debt crisis, ECB President Mario Draghi said that "the ECB is ready to do whatever it takes to preserve the euro." In effect, the ECB exceeded its monetary policy mandate in the light of lacking political rapport. While markets surged on a new round of bailout speculations critics maintained that the costs might eventually destroy the Eurozone.
2012	Gangnam Style	Psy	Video by Korean Pop-star Psy became a global hit, overtaking all Western stars in popularity, becoming the first video to receive more than one billion hits on YouTube. It sparked a global wave of adaptions, bringing meme culture to the mainstream. It's part of a wave of global popularity of K-Pop, the first non-western pop culture to achieve global mass appeal.
2012	High-frequency trading climax		In 2012, high-frequency trading (HFT) accounted for approximately 70-80% of market share on US financial markets and about 40-60% on European markets. While proponents (including some regulators) maintain that HFT improves liquidity, market events (such as the Facebook IPO) suggest that it adds to volatility and decreases liquidity in critical moments when it is most required.  
2012	Internet in Afghanistan		The Taliban Regime bans Internet use, as they consider it to be against Islamic law and morality. Only in 2002, a year after the new government of Afghanistan is established, the country opens up to the digital age. The breakthrough comes in 2012 with smart phones, with especially the young generation from the middle and upper class having proper access to the web and social media.
2012	Lethal autonomous weapons (LAW)	Harvard Human Rights Watch	Lethal autonomous weapons are systems designed to apply deadly force to targets chosen solely based on automated decisions, such as the distinction between friend, neutral or foe. Such systems are designed for offensive and defensive situations, raising ethical questions regarding their reliability and compliance with existing international agreements. Initiatives such as Harvard human rights watch propose to ban such systems but as the experience with the ban of Anti-personnel mines (APM) shows, it is usually the great military powers who refuse to sign such agreements.
2012	The Cost of Knowledge	Tyler Neylon	This is an ongoing public call for the boycott of the world's largest academic publisher Elsevier, highlighting its business practices to be in opposition to the notion of accessible knowledge. Via the website http://thecostofknowledge.com/ researchers around the world express their protest using "won't publish", "won't referee" and "won't do editorial work" statements, all referring to academic work usually contributed for-free and in turn often commercially exploited by publishers.
2012	Voyager 1 enters interstellar space	NASA	Voyager 1 is a space probe launched by NASA on September 5, 1977. At a distance of about 126.50 AU (1.892×1010 km) as of 20 July 2015, it is the farthest manmade object from Earth. Voyager 1 crossed the heliopause and entered interstellar space on August 25, 2012, making it the first manmade object to do so.
2013	Deep Q-Network	Google, Inc.	The Google owned company DeepMind develops a neural network based learning model which is able to learn without human intervention to play seven Atari 2600 computer games directly via pixel input and a future reward estimation function. For six of the games, all previous related automated attempts are outperformed, as is the case with human expert players for three of them. Subsequently, the company applies similar strategies to train a model in playing the board game GO, eventually outperforming the world’s best players and inventing new game strategies.
2013	Detroit Bankruptcy		On December 3, the Federal Bankruptcy Court allowed the city to file for bankruptcy protection, cutting out billions of $ of its debt. It is the largest municipal bankruptcy filing in U.S. history by debt. To secure the deal, Detroit has spent more than 100 million US$ on attorneys and consultants.
2013	Offshore Leaks	International Consortium of Investigative Journalists (ICIJ))	"Offshore Leaks" disclosed details of 130,000 offshore accounts in April 2013. The leak is based on a cache of 2.5 million secret records from 170 countries and territories. A massive blow against tax fraud, it was organised by the International Consortium of Investigative Journalists (ICIJ).
2013	Schengen Information System II	European Union	SIS II – a more advanced version of the Schengen Information System (SIS) – was launched in April 2013 with enhanced functionalities, such as the possibility to use biometrics, new types of alerts, the possibility to link different alerts (a person, a vehicle) and a facility for direct queries on the system. 
2013	Snowden Leaks	Edward Snowden, Glenn Greenwald, Laura Poitras	Edward Snowden, a contract worker of the US secret service NSA, handed over a large number of documents to journalists, detailing the extent to which the NSA and its British counterpart, the GCHQ, monitor and capture online communication. It revealed the existence of a global surveillance infrastructure.
2013	The Human Brain Project 	Henry Markram (École Polytechnique Fédérale de Lausanne)	This 10-year European scientific research project, established in 2013, aims to provide a collaborative informatics infrastructure to create draft models of rodent and human brains.
2013	Transcriptor. Cell-based Computing	Jerome Bonnet	For the first time, a transistor-like device composed of DNA and RNA, rather than silicon, was created. As one of the leading scientist put it: "We’re going to be able to put computers inside any living cell you want. Any place you want a little bit of logic, a little bit of computation, a little bit of memory — we’re going to be able to do that.”
2013	Whistleblower action results in record settlement	U.S. government against JPMorgan Chase	$13 bn settlement between the U.S. government and investment bank JPMorgan Chase over mortgage fraud. The case was anonymously whistleblown by Alayne Fleischmann in 2006. She made the case public in November 2014 because the investgation did not lead to criminal prosecution of bank managers. Similar cases are pending against Goldman Sachs, Morgan Stanley, and other banks.
2014	Alibaba.com NYSE IPO 	Alibaba	Alibaba, a Chinese e-commerce platform, claims largest US-listed initial public offering, and biggest initial public offering in the world, raising 21 billion US$.
2014	Black Quantum Futurism (BQF)	Black Quantum Futurism Collective	Black Quantum Futurism Collective is a multidisciplinary collaboration between Camae Ayewa (Moor Mother) and Rasheedah Phillips (The AfroFuturist Affair) exploring the intersections of futurism, creative media, DIY-aesthetics, and activism in marginalized communities through an alternative temporal lens. BQF is a new approach to living and experiencing reality by way of the manipulation of space-time in order to see into possible futures and/or collapse space-time into a desired future in order to bring about that future’s reality. This vision and practice derives its qualities from quantum physics, futurist traditions, and Black/African cultural traditions of consciousness, time, and space.
2014	Daesh (ISIS)		On June 29, 2014 the Salafi jihadist group ISIS proclaimed a world-wide caliphate. Exploiting the power vacuum left behind after the US troops' withdrawal from Iraq in late 2011, ISIS quickly gained ground in Iraq, extensively using social media to create an atmosphere of fear and terror, leading to mass desertions of regular Iraqi forces. The offensive was then extended to Syrian territory, adding new momentum to the ongoing civil war there. The group has developed its own aesthetic in propaganda.
2014	Kepler-186f	NASA's Kepler spacecraft 	Orbiting the red dwarf Kepler-186 about 500 light-years from the Earth, Kepler-186f is the first planet with a radius similar to Earth's discovered in the habitable zone of another star. While the finding of exoplanets does not ensure their habitability, the discovery signals a sea change in the world view towards extra-terrestrial life, from a dead universe with life only on Earth to a growing belief that we are not alone. This shift is supported by other findings, such as Cassini data that point to the existence of liquid water on Saturn’s moon Enceladus.
2014	Tropes vs. Women in videogames	Anita Sarkeesian	Starting in 2011, a series of videos have examines the clichéd ways in which women are depicted in mainstream video games, such as "Damsel in Distress" or "Women as Reward" (two titles from this series). This series triggers a massive sexist response, which is part of a larger misogynist backlash within techno-culture called "gamer gate".  It's peak is in 2014 when the threats against Sarkeesian reaches such intensity that she has to leave her home. This backlash is widely credited with having politicized parts of the techno-culture towards the far right, rebranded as "alt-right". 
2014	WeChat red envelope 	Tencent Holdings Limited	WeChat, a Chinese app with about 770 million active users, turns into the first all-in-one app when during Chinese New Year 2014 it adopts an age-old tradition: the exchange of money via red envelopes. WeChat’s owner, Tencent, adds an element of gambling to the payment function by allowing the distribution of randomized amounts. With messaging, navigation, e-commerce, money exchange and social scoring (Sesame Credit Score) in one app under government surveillance, social media in China moves towards pervasive control and monitoring performed by the population.
